"phecode","ICD","flag"
"MS_745.6","S32.030K",10
"MS_745.6",810.02,9
"MS_745.6","S12.54XA",10
"MS_745.6","S22.061S",10
"MS_745.6","S32.040A",10
"MS_745.6","S12.000B",10
"MS_745.6","S12.600",10
"MS_745.6","S22.071B",10
"MS_745.6","S32.049K",10
"MS_745.6","S12.030K",10
"MS_745.6","S12.650G",10
"MS_745.6","S22.080K",10
"MS_745.6","S32.059A",10
"MS_745.6","S12.091",10
"MS_745.6","S22.20XB",10
"MS_745.6","S32.112D",10
"MS_745.6","S12.111A",10
"MS_745.6","S22.22XG",10
"MS_745.6","S22.31",10
"MS_745.6","S22.39XB",10
"MS_745.6","S32.122S",10
"MS_745.6","S12.130K",10
"MS_745.6","S22.000K",10
"MS_745.6","S32.139B",10
"MS_745.6","S12.191D",10
"MS_745.6","S22.010A",10
"MS_745.6","S32.17XS",10
"MS_745.6","S12.250G",10
"MS_745.6","S22.019K",10
"MS_745.6","S12.301A",10
"MS_745.6",805.02,9
"MS_745.6","S22.029A",10
"MS_745.6","S32.002D",10
"MS_745.6","S12.390",10
"MS_745.6",806.05,9
"MS_745.6","S22.038G",10
"MS_745.6","S32.011S",10
"MS_745.6","S12.430D",10
"MS_745.6",806.34,9
"MS_745.6","S22.048",10
"MS_745.6","S32.021B",10
"MS_745.6",807.00,9
"MS_745.6","S12.491A",10
"MS_745.6","S42.011G",10
"MS_745.6","S22.052",10
"MS_745.6","S32.030B",10
"MS_745.6","S42.013G",10
"MS_745.6","S12.531D",10
"MS_745.6","S42.015G",10
"MS_745.6","S42.017G",10
"MS_745.6","S22.061D",10
"MS_745.6","S32.039S",10
"MS_745.6","S42.019G",10
"MS_745.6","S12.00",10
"MS_745.6","S12.591S",10
"MS_745.6","S42.022D",10
"MS_745.6","S42.024D",10
"MS_745.6","S22.070S",10
"MS_745.6","S32.049B",10
"MS_745.6","S42.026D",10
"MS_745.6","S12.030B",10
"MS_745.6","S12.650A",10
"MS_745.6","S42.032B",10
"MS_745.6","S42.034B",10
"MS_745.6","S22.080B",10
"MS_745.6","S32.058K",10
"MS_745.6","S42.036B",10
"MS_745.6","S12.090G",10
"MS_745.6","S12.9XXS",10
"MS_745.6","S42.102",10
"MS_745.6","S42.11",10
"MS_745.6","S22.089S",10
"MS_745.6","S32.112",10
"MS_745.6","S42.112S",10
"MS_745.6","S12.110K",10
"MS_745.6","S42.114S",10
"MS_745.6","S42.116S",10
"MS_745.6","S32.122D",10
"MS_745.6","S42.122P",10
"MS_745.6","S12.130B",10
"MS_745.6","S42.124P",10
"MS_745.6","S22.9XXD",10
"MS_745.6","S42.126P",10
"MS_745.6","S22.000B",10
"MS_745.6","S32.132S",10
"MS_745.6","S42.132K",10
"MS_745.6","S12.191",10
"MS_745.6","S42.134K",10
"MS_745.6","S42.136K",10
"MS_745.6","S22.009S",10
"MS_745.6","S32.17XD",10
"MS_745.6","S42.142G",10
"MS_745.6","S42.144G",10
"MS_745.6","S12.250A",10
"MS_745.6","S42.146G",10
"MS_745.6","S22.019B",10
"MS_745.6","S42.152D",10
"MS_745.6","S42.154D",10
"MS_745.6","S12.300K",10
"MS_745.6","S42.156D",10
"MS_745.6",805.0,9
"MS_745.6","S22.028K",10
"MS_745.6","S42.192B",10
"MS_745.6","S32.002",10
"MS_745.6","S12.351G",10
"MS_745.6",806.02,9
"MS_745.6","S22.038A",10
"MS_745.6","S32.011D",10
"MS_745.6","S12.401S",10
"MS_745.6",806.31,9
"MS_745.6","S22.042G",10
"MS_745.6","S32.020S",10
"MS_745.6","S12.490K",10
"MS_745.6","S42.002K",10
"MS_745.6","S22.051G",10
"MS_745.6","S32.03",10
"MS_745.6","S12.530K",10
"MS_745.6",811,9
"MS_745.6","S22.061",10
"MS_745.6",811.11,9
"MS_745.6","S32.039D",10
"MS_745.6","S12.591D",10
"MS_745.6","S22.070D",10
"MS_745.6","S32.048S",10
"MS_745.6","S12.03",10
"MS_745.6","S12.64XD",10
"MS_745.6","S22.08",10
"MS_745.6","S32.058B",10
"MS_745.6","S12.090A",10
"MS_745.6","S12.9",10
"MS_745.6","S22.089D",10
"MS_745.6","S32.111G",10
"MS_745.6","S12.110B",10
"MS_745.6","S22.21XB",10
"MS_745.6","S22.23XK",10
"MS_745.6","S22.32",10
"MS_745.6","S32.122",10
"MS_745.6","S12.121K",10
"MS_745.6","S22.00",10
"MS_745.6","S32.132D",10
"MS_745.6","S12.190G",10
"MS_745.6","S22.009D",10
"MS_745.6","S32.17",10
"MS_745.6","S12.24XD",10
"MS_745.6","S22.018S",10
"MS_745.6","S12.300B",10
"MS_745.6","S22.028B",10
"MS_745.6","S32.001G",10
"MS_745.6","S12.351A",10
"MS_745.6",806.0,9
"MS_745.6","S22.032K",10
"MS_745.6","S32.011",10
"MS_745.6","S12.401D",10
"MS_745.6",806.29,9
"MS_745.6","S22.042A",10
"MS_745.6","S32.020D",10
"MS_745.6","S12.490B",10
"MS_745.6",807.07,9
"MS_745.6","S22.051A",10
"MS_745.6","S32.029G",10
"MS_745.6","S42.012D",10
"MS_745.6","S12.530B",10
"MS_745.6","S42.014D",10
"MS_745.6","S42.016D",10
"MS_745.6","S22.060G",10
"MS_745.6","S32.039",10
"MS_745.6","S42.018D",10
"MS_745.6","S12.591",10
"MS_745.6","S42.021B",10
"MS_745.6","S42.023B",10
"MS_745.6","S22.070",10
"MS_745.6","S32.048D",10
"MS_745.6","S42.025B",10
"MS_745.6","S12.02XG",10
"MS_745.6","S12.631K",10
"MS_745.6","S42.031A",10
"MS_745.6","S42.033A",10
"MS_745.6","S22.079G",10
"MS_745.6","S32.052S",10
"MS_745.6","S42.035A",10
"MS_745.6","S12.041S",10
"MS_745.6","S12.8XXA",10
"MS_745.6","S42.10",10
"MS_745.6","S42.102S",10
"MS_745.6","S22.089",10
"MS_745.6","S32.111A",10
"MS_745.6","S42.111P",10
"MS_745.6","S12.11",10
"MS_745.6","S42.113P",10
"MS_745.6","S42.115P",10
"MS_745.6","S32.121G",10
"MS_745.6","S42.121K",10
"MS_745.6","S12.121B",10
"MS_745.6","S42.123K",10
"MS_745.6","S42.125K",10
"MS_745.6","S32.132",10
"MS_745.6","S42.131G",10
"MS_745.6","S12.190A",10
"MS_745.6","S42.133G",10
"MS_745.6","S42.135G",10
"MS_745.6","S22.009",10
"MS_745.6","S32.16XG",10
"MS_745.6","S42.141D",10
"MS_745.6","S42.143D",10
"MS_745.6","S12.231K",10
"MS_745.6","S42.145D",10
"MS_745.6","S22.018D",10
"MS_745.6","S42.151B",10
"MS_745.6","S42.153B",10
"MS_745.6","S12.30",10
"MS_745.6","S42.155B",10
"MS_745.6","S22.022S",10
"MS_745.6","S42.191A",10
"MS_745.6","S32.001A",10
"MS_745.6","S42.199A",10
"MS_745.6","S12.350D",10
"MS_745.6",805.8,9
"MS_745.6","S22.032B",10
"MS_745.6","S32.010G",10
"MS_745.6","S12.401",10
"MS_745.6",806.26,9
"MS_745.6","S22.041K",10
"MS_745.6","S32.020",10
"MS_745.6","S12.49",10
"MS_745.6","S42.001G",10
"MS_745.6","S42.009G",10
"MS_745.6",807.13,9
"MS_745.6","S32.029A",10
"MS_745.6","S12.501K",10
"MS_745.6",810.00,9
"MS_745.6","S22.060A",10
"MS_745.6","S32.038G",10
"MS_745.6","S12.590G",10
"MS_745.6","S22.069K",10
"MS_745.6","S32.048",10
"MS_745.6","S12.02XA",10
"MS_745.6","S12.631B",10
"MS_745.6","S22.079A",10
"MS_745.6","S32.052D",10
"MS_745.6","S12.041D",10
"MS_745.6","S12.691K",10
"MS_745.6","S22.088G",10
"MS_745.6","S32.110K",10
"MS_745.6","S12.101G",10
"MS_745.6","S22.20",10
"MS_745.6","S22.22XB",10
"MS_745.6","S22.24XS",10
"MS_745.6","S32.121A",10
"MS_745.6","S12.120S",10
"MS_745.6","S22.39",10
"MS_745.6","S32.131G",10
"MS_745.6","S12.151K",10
"MS_745.6","S22.008G",10
"MS_745.6","S32.16XA",10
"MS_745.6","S12.231B",10
"MS_745.6","S22.018",10
"MS_745.6","S12.291K",10
"MS_745.6","S22.022D",10
"MS_745.6","S32.000K",10
"MS_745.6","S12.34XK",10
"MS_745.6",805.5,9
"MS_745.6","S22.031S",10
"MS_745.6","S32.010A",10
"MS_745.6","S12.400G",10
"MS_745.6",806.23,9
"MS_745.6","S22.041B",10
"MS_745.6","S32.019K",10
"MS_745.6","S12.451D",10
"MS_745.6",807,9
"MS_745.6","S22.050K",10
"MS_745.6","S32.028K",10
"MS_745.6","S42.011B",10
"MS_745.6","S12.501B",10
"MS_745.6","S42.013B",10
"MS_745.6","S42.015B",10
"MS_745.6","S22.059S",10
"MS_745.6","S32.038A",10
"MS_745.6","S42.017B",10
"MS_745.6","S12.590A",10
"MS_745.6","S42.019B",10
"MS_745.6","S42.022A",10
"MS_745.6","S22.069B",10
"MS_745.6","S32.042G",10
"MS_745.6","S42.024A",10
"MS_745.6","S12.01XK",10
"MS_745.6","S12.630G",10
"MS_745.6","S42.026A",10
"MS_745.6","S42.032",10
"MS_745.6","S22.078K",10
"MS_745.6","S32.052",10
"MS_745.6","S42.034",10
"MS_745.6","S12.041",10
"MS_745.6","S12.691B",10
"MS_745.6","S42.036",10
"MS_745.6","S42.101P",10
"MS_745.6","S22.088A",10
"MS_745.6","S32.110B",10
"MS_745.6","S42.109P",10
"MS_745.6","S12.101A",10
"MS_745.6","S42.112K",10
"MS_745.6","S42.114K",10
"MS_745.6","S32.120K",10
"MS_745.6","S42.116K",10
"MS_745.6","S12.120D",10
"MS_745.6","S42.122G",10
"MS_745.6","S42.124G",10
"MS_745.6","S22.9XXA",10
"MS_745.6","S32.131A",10
"MS_745.6","S42.126G",10
"MS_745.6","S12.151B",10
"MS_745.6","S42.132D",10
"MS_745.6","S42.134D",10
"MS_745.6","S22.008A",10
"MS_745.6","S32.15XK",10
"MS_745.6","S42.136D",10
"MS_745.6","S42.142B",10
"MS_745.6","S12.230G",10
"MS_745.6","S42.144B",10
"MS_745.6","S22.012G",10
"MS_745.6","S42.146B",10
"MS_745.6","S42.152A",10
"MS_745.6","S12.291B",10
"MS_745.6","S42.154A",10
"MS_745.6","S22.022",10
"MS_745.6","S42.156A",10
"MS_745.6","S32.000B",10
"MS_745.6","S42.192",10
"MS_745.6","S12.34XB",10
"MS_745.6",805.2,9
"MS_745.6","S22.031D",10
"MS_745.6","S32.009S",10
"MS_745.6","S12.400A",10
"MS_745.6",806.20,9
"MS_745.6","S22.040S",10
"MS_745.6","S32.019B",10
"MS_745.6","S12.450K",10
"MS_745.6",806.79,9
"MS_745.6","S42.002D",10
"MS_745.6","S22.050B",10
"MS_745.6","S12.500S",10
"MS_745.6","S22.059D",10
"MS_745.6",810.12,9
"MS_745.6","S32.032K",10
"MS_745.6",811.1,9
"MS_745.6","S12.551K",10
"MS_745.6","S22.068S",10
"MS_745.6","S32.042A",10
"MS_745.6","S12.01XB",10
"MS_745.6","S12.630A",10
"MS_745.6","S22.078B",10
"MS_745.6","S32.051G",10
"MS_745.6","S12.040G",10
"MS_745.6","S12.690S",10
"MS_745.6","S22.082K",10
"MS_745.6","S32.11",10
"MS_745.6","S12.100K",10
"MS_745.6","S22.21",10
"MS_745.6","S22.23XD",10
"MS_745.6","S32.120B",10
"MS_745.6","S12.120",10
"MS_745.6","S22.31XK",10
"MS_745.6","S32.130K",10
"MS_745.6","S12.150G",10
"MS_745.6","S22.002K",10
"MS_745.6","S32.15XB",10
"MS_745.6","S12.230A",10
"MS_745.6","S22.012A",10
"MS_745.6","S32.2XXS",10
"MS_745.6","S12.290S",10
"MS_745.6","S22.021G",10
"MS_745.6","S32.00",10
"MS_745.6","S12.331G",10
"MS_745.6",805.16,9
"MS_745.6","S22.031",10
"MS_745.6","S32.009D",10
"MS_745.6","S12.4",10
"MS_745.6",806.18,9
"MS_745.6","S22.040D",10
"MS_745.6","S32.018S",10
"MS_745.6","S12.450B",10
"MS_745.6",806.70,9
"MS_745.6","S22.05",10
"MS_745.6",807.05,9
"MS_745.6","S32.028B",10
"MS_745.6","S12.500D",10
"MS_745.6","S42.012A",10
"MS_745.6","S42.014A",10
"MS_745.6","S22.059",10
"MS_745.6","S32.032B",10
"MS_745.6","S42.016A",10
"MS_745.6","S12.551B",10
"MS_745.6","S42.018A",10
"MS_745.6","S42.021",10
"MS_745.6","S22.068D",10
"MS_745.6","S32.041K",10
"MS_745.6","S42.023",10
"MS_745.6","S12.001S",10
"MS_745.6","S12.601G",10
"MS_745.6","S42.025",10
"MS_745.6","S42.03",10
"MS_745.6","S22.072S",10
"MS_745.6","S32.051A",10
"MS_745.6","S42.032S",10
"MS_745.6","S12.040A",10
"MS_745.6","S12.690D",10
"MS_745.6","S42.034S",10
"MS_745.6","S42.036S",10
"MS_745.6","S22.082B",10
"MS_745.6","S32.10XG",10
"MS_745.6","S42.102K",10
"MS_745.6","S12.100B",10
"MS_745.6","S42.111G",10
"MS_745.6","S42.113G",10
"MS_745.6","S32.12",10
"MS_745.6","S42.115G",10
"MS_745.6","S12.112K",10
"MS_745.6","S42.121D",10
"MS_745.6","S42.123D",10
"MS_745.6","S32.130B",10
"MS_745.6","S42.125D",10
"MS_745.6","S12.150A",10
"MS_745.6","S42.131B",10
"MS_745.6","S42.133B",10
"MS_745.6","S22.002B",10
"MS_745.6","S32.14XS",10
"MS_745.6","S42.135B",10
"MS_745.6","S12.200K",10
"MS_745.6","S42.141A",10
"MS_745.6","S12.201G",10
"MS_745.6","S42.143A",10
"MS_745.6","S22.011K",10
"MS_745.6","S32.2XXD",10
"MS_745.6","S42.145A",10
"MS_745.6","S42.151",10
"MS_745.6","S12.290D",10
"MS_745.6","S42.153",10
"MS_745.6","S22.021A",10
"MS_745.6","S42.155",10
"MS_745.6","S42.19",10
"MS_745.6","S12.331A",10
"MS_745.6","S42.192S",10
"MS_745.6",805.13,9
"MS_745.6","S22.030G",10
"MS_745.6","S32.009",10
"MS_745.6","S12.391G",10
"MS_745.6",806.15,9
"MS_745.6","S22.040",10
"MS_745.6","S32.018D",10
"MS_745.6","S12.44XG",10
"MS_745.6",806.62,9
"MS_745.6","S42.001B",10
"MS_745.6","S22.049G",10
"MS_745.6","S32.022S",10
"MS_745.6","S42.009B",10
"MS_745.6",807.11,9
"MS_745.6","S12.500",10
"MS_745.6","S22.058G",10
"MS_745.6",810,9
"MS_745.6","S32.031S",10
"MS_745.6","S12.550G",10
"MS_745.6","S22.068",10
"MS_745.6","S32.041B",10
"MS_745.6","S12.001D",10
"MS_745.6","S12.601A",10
"MS_745.6","S22.072D",10
"MS_745.6","S32.050K",10
"MS_745.6","S12.031S",10
"MS_745.6","S12.690",10
"MS_745.6","S22.081S",10
"MS_745.6","S32.10XA",10
"MS_745.6","S12.10",10
"MS_745.6","S22.22",10
"MS_745.6","S32.119G",10
"MS_745.6","S12.112B",10
"MS_745.6","S22.24XG",10
"MS_745.6","S22.32XK",10
"MS_745.6","S32.13",10
"MS_745.6","S12.14XD",10
"MS_745.6","S22.001S",10
"MS_745.6","S32.14XD",10
"MS_745.6","S12.200B",10
"MS_745.6","S12.201A",10
"MS_745.6","S22.011B",10
"MS_745.6","S32.2",10
"MS_745.6","S12.290",10
"MS_745.6","S22.020K",10
"MS_745.6","S12.330D",10
"MS_745.6",805.10,9
"MS_745.6","S22.030A",10
"MS_745.6","S32.008G",10
"MS_745.6","S12.391A",10
"MS_745.6",806.12,9
"MS_745.6","S22.039K",10
"MS_745.6","S32.018",10
"MS_745.6","S12.44XA",10
"MS_745.6",806.6,9
"MS_745.6","S22.049A",10
"MS_745.6","S32.022D",10
"MS_745.6","S12.491S",10
"MS_745.6","S42.011",10
"MS_745.6","S42.013",10
"MS_745.6","S22.058A",10
"MS_745.6","S32.031D",10
"MS_745.6","S42.015",10
"MS_745.6","S12.550A",10
"MS_745.6","S42.017",10
"MS_745.6","S42.019",10
"MS_745.6","S22.062G",10
"MS_745.6","S32.040S",10
"MS_745.6","S42.021S",10
"MS_745.6","S12.001",10
"MS_745.6","S12.600K",10
"MS_745.6","S42.023S",10
"MS_745.6","S42.025S",10
"MS_745.6","S22.072",10
"MS_745.6","S32.050B",10
"MS_745.6","S42.031P",10
"MS_745.6","S12.031D",10
"MS_745.6","S12.651G",10
"MS_745.6","S42.033P",10
"MS_745.6","S42.035P",10
"MS_745.6","S22.081D",10
"MS_745.6","S32.059S",10
"MS_745.6","S42.101G",10
"MS_745.6","S12.091K",10
"MS_745.6","S42.109G",10
"MS_745.6","S42.112D",10
"MS_745.6","S32.119A",10
"MS_745.6","S42.114D",10
"MS_745.6","S12.111S",10
"MS_745.6","S42.116D",10
"MS_745.6","S42.122B",10
"MS_745.6","S32.129G",10
"MS_745.6","S42.124B",10
"MS_745.6","S12.131K",10
"MS_745.6","S22.5XXK",10
"MS_745.6","S42.126B",10
"MS_745.6","S42.132A",10
"MS_745.6","S22.001D",10
"MS_745.6","S32.14",10
"MS_745.6","S42.134A",10
"MS_745.6","S12.20",10
"MS_745.6","S42.136A",10
"MS_745.6","S42.142",10
"MS_745.6","S22.010S",10
"MS_745.6","S32.19XG",10
"MS_745.6","S42.144",10
"MS_745.6","S42.146",10
"MS_745.6","S12.251G",10
"MS_745.6","S42.151S",10
"MS_745.6","S22.020B",10
"MS_745.6","S42.153S",10
"MS_745.6","S42.155S",10
"MS_745.6","S12.301S",10
"MS_745.6","S42.191P",10
"MS_745.6",805.07,9
"MS_745.6","S22.029S",10
"MS_745.6","S42.199P",10
"MS_745.6","S32.008A",10
"MS_745.6","S12.390K",10
"MS_745.6",806.1,9
"MS_745.6","S22.039B",10
"MS_745.6","S32.012G",10
"MS_745.6","S12.431D",10
"MS_745.6",806.39,9
"MS_745.6","S22.048K",10
"MS_745.6","S32.022",10
"MS_745.6","S42.002A",10
"MS_745.6",807.18,9
"MS_745.6","S22.052K",10
"MS_745.6","S32.031",10
"MS_745.6",810.10,9
"MS_745.6","S12.54XD",10
"MS_745.6",811.03,9
"MS_745.6","S22.062A",10
"MS_745.6","S32.040D",10
"MS_745.6","S12.000G",10
"MS_745.6","S12.600B",10
"MS_745.6","S22.071G",10
"MS_745.6","S32.05",10
"MS_745.6","S12.031",10
"MS_745.6","S12.651A",10
"MS_745.6","S22.081",10
"MS_745.6","S32.059D",10
"MS_745.6","S12.091B",10
"MS_745.6","S22.20XK",10
"MS_745.6","S32.112K",10
"MS_745.6","S12.111D",10
"MS_745.6","S22.23XA",10
"MS_745.6","S22.31XD",10
"MS_745.6","S22.39XK",10
"MS_745.6","S32.129A",10
"MS_745.6","S12.131B",10
"MS_745.6","S22.001",10
"MS_745.6","S32.139G",10
"MS_745.6","S12.191K",10
"MS_745.6","S22.010D",10
"MS_745.6","S32.19XA",10
"MS_745.6","S12.251A",10
"MS_745.6","S22.02",10
"MS_745.6","S12.301D",10
"MS_745.6",805.04,9
"MS_745.6","S22.029D",10
"MS_745.6","S32.002K",10
"MS_745.6","S12.390B",10
"MS_745.6",806.07,9
"MS_745.6","S22.038S",10
"MS_745.6","S32.012A",10
"MS_745.6","S12.430K",10
"MS_745.6",806.36,9
"MS_745.6","S22.048B",10
"MS_745.6","S32.021G",10
"MS_745.6",807.03,9
"MS_745.6","S12.491D",10
"MS_745.6","S42.011S",10
"MS_745.6","S22.052B",10
"MS_745.6","S32.030G",10
"MS_745.6","S42.013S",10
"MS_745.6","S12.531K",10
"MS_745.6","S42.015S",10
"MS_745.6","S42.017S",10
"MS_745.6","S22.061K",10
"MS_745.6","S32.040",10
"MS_745.6","S42.019S",10
"MS_745.6","S12.000A",10
"MS_745.6","S12.60",10
"MS_745.6","S42.022P",10
"MS_745.6","S42.024P",10
"MS_745.6","S22.071A",10
"MS_745.6","S32.049G",10
"MS_745.6","S42.026P",10
"MS_745.6","S12.030G",10
"MS_745.6","S12.650D",10
"MS_745.6","S42.032K",10
"MS_745.6","S42.034K",10
"MS_745.6","S22.080G",10
"MS_745.6","S32.059",10
"MS_745.6","S42.036K",10
"MS_745.6","S12.090S",10
"MS_745.6","S42.102D",10
"MS_745.6","S42.111B",10
"MS_745.6","S32.112B",10
"MS_745.6","S42.113B",10
"MS_745.6","S12.111",10
"MS_745.6","S42.115B",10
"MS_745.6","S42.121A",10
"MS_745.6","S32.122K",10
"MS_745.6","S42.123A",10
"MS_745.6","S12.130G",10
"MS_745.6","S42.125A",10
"MS_745.6","S22.9XXS",10
"MS_745.6","S42.131",10
"MS_745.6","S22.000G",10
"MS_745.6","S32.139A",10
"MS_745.6","S42.133",10
"MS_745.6","S12.191B",10
"MS_745.6","S42.135",10
"MS_745.6","S42.14",10
"MS_745.6","S22.010",10
"MS_745.6","S32.17XK",10
"MS_745.6","S42.142S",10
"MS_745.6","S42.144S",10
"MS_745.6","S12.250D",10
"MS_745.6","S42.146S",10
"MS_745.6","S22.019G",10
"MS_745.6","S42.152P",10
"MS_745.6","S42.154P",10
"MS_745.6","S12.301",10
"MS_745.6","S42.156P",10
"MS_745.6",805.01,9
"MS_745.6","S22.029",10
"MS_745.6","S42.192K",10
"MS_745.6","S32.002B",10
"MS_745.6","S12.39",10
"MS_745.6",806.04,9
"MS_745.6","S22.038D",10
"MS_745.6","S32.011K",10
"MS_745.6","S12.430B",10
"MS_745.6",806.33,9
"MS_745.6","S22.042S",10
"MS_745.6","S32.021A",10
"MS_745.6","S42.001",10
"MS_745.6","S12.491",10
"MS_745.6","S42.009",10
"MS_745.6",807.1,9
"MS_745.6","S22.051S",10
"MS_745.6","S32.030A",10
"MS_745.6","S12.531B",10
"MS_745.6",811.01,9
"MS_745.6","S22.061B",10
"MS_745.6",811.19,9
"MS_745.6","S32.039K",10
"MS_745.6","S12.0",10
"MS_745.6","S12.591K",10
"MS_745.6","S22.070K",10
"MS_745.6","S32.049A",10
"MS_745.6","S12.030A",10
"MS_745.6","S12.64XK",10
"MS_745.6","S22.080A",10
"MS_745.6","S32.058G",10
"MS_745.6","S12.090D",10
"MS_745.6","S12.9XXD",10
"MS_745.6","S22.089K",10
"MS_745.6","S32.111S",10
"MS_745.6","S12.110G",10
"MS_745.6","S22.21XK",10
"MS_745.6","S22.24XB",10
"MS_745.6","S22.32XD",10
"MS_745.6","S32.122B",10
"MS_745.6","S12.130A",10
"MS_745.6","S22.000A",10
"MS_745.6","S32.132K",10
"MS_745.6","S12.190S",10
"MS_745.6","S22.009K",10
"MS_745.6","S32.17XB",10
"MS_745.6","S12.24XK",10
"MS_745.6","S22.019A",10
"MS_745.6","S12.300G",10
"MS_745.6",805,9
"MS_745.6","S22.028G",10
"MS_745.6","S32.001S",10
"MS_745.6","S12.351D",10
"MS_745.6",806.01,9
"MS_745.6","S22.038",10
"MS_745.6","S32.011B",10
"MS_745.6","S12.401K",10
"MS_745.6",806.30,9
"MS_745.6","S22.042D",10
"MS_745.6","S32.020K",10
"MS_745.6","S12.490G",10
"MS_745.6","S22.051D",10
"MS_745.6","S32.029S",10
"MS_745.6","S42.012P",10
"MS_745.6","S12.530G",10
"MS_745.6","S42.014P",10
"MS_745.6","S42.016P",10
"MS_745.6","S22.060S",10
"MS_745.6","S32.039B",10
"MS_745.6","S42.018P",10
"MS_745.6","S12.591B",10
"MS_745.6","S42.021K",10
"MS_745.6","S42.023K",10
"MS_745.6","S22.070B",10
"MS_745.6","S32.048K",10
"MS_745.6","S42.025K",10
"MS_745.6","S12.02XS",10
"MS_745.6","S12.64XB",10
"MS_745.6","S42.031G",10
"MS_745.6","S42.033G",10
"MS_745.6","S22.079S",10
"MS_745.6","S32.058A",10
"MS_745.6","S42.035G",10
"MS_745.6","S12.090",10
"MS_745.6","S12.8XXS",10
"MS_745.6","S42.101B",10
"MS_745.6","S42.109B",10
"MS_745.6","S22.089B",10
"MS_745.6","S32.111D",10
"MS_745.6","S42.112A",10
"MS_745.6","S12.110A",10
"MS_745.6","S42.114A",10
"MS_745.6","S42.116A",10
"MS_745.6","S32.121S",10
"MS_745.6","S42.122",10
"MS_745.6","S12.121G",10
"MS_745.6","S42.124",10
"MS_745.6","S22.5XXD",10
"MS_745.6","S42.126",10
"MS_745.6","S22.0",10
"MS_745.6","S32.132B",10
"MS_745.6","S42.131S",10
"MS_745.6","S12.190D",10
"MS_745.6","S42.133S",10
"MS_745.6","S42.135S",10
"MS_745.6","S22.009B",10
"MS_745.6","S32.16XS",10
"MS_745.6","S42.141P",10
"MS_745.6","S42.143P",10
"MS_745.6","S12.24XB",10
"MS_745.6","S42.145P",10
"MS_745.6","S22.018K",10
"MS_745.6","S42.151K",10
"MS_745.6","S42.153K",10
"MS_745.6","S12.300A",10
"MS_745.6","S42.155K",10
"MS_745.6","S22.028A",10
"MS_745.6","S42.191G",10
"MS_745.6","S32.001D",10
"MS_745.6","S42.199G",10
"MS_745.6","S12.350K",10
"MS_745.6",806,9
"MS_745.6","S22.032G",10
"MS_745.6","S32.010S",10
"MS_745.6","S12.401B",10
"MS_745.6",806.28,9
"MS_745.6","S22.042",10
"MS_745.6","S32.020B",10
"MS_745.6","S12.490A",10
"MS_745.6","S42.001S",10
"MS_745.6","S42.009S",10
"MS_745.6","S22.051",10
"MS_745.6",807.16,9
"MS_745.6","S32.029D",10
"MS_745.6","S12.530A",10
"MS_745.6",810.03,9
"MS_745.6","S22.060D",10
"MS_745.6","S32.038S",10
"MS_745.6","S12.590S",10
"MS_745.6","S22.07",10
"MS_745.6","S32.048B",10
"MS_745.6","S12.02XD",10
"MS_745.6","S12.631G",10
"MS_745.6","S22.079D",10
"MS_745.6","S32.052K",10
"MS_745.6","S12.041K",10
"MS_745.6","S12.8",10
"MS_745.6","S22.088S",10
"MS_745.6","S32.111",10
"MS_745.6","S12.101S",10
"MS_745.6","S22.20XD",10
"MS_745.6","S22.22XK",10
"MS_745.6","S22.31XA",10
"MS_745.6","S32.121D",10
"MS_745.6","S12.121A",10
"MS_745.6","S22.39XD",10
"MS_745.6","S32.131S",10
"MS_745.6","S12.190",10
"MS_745.6","S22.008S",10
"MS_745.6","S32.16XD",10
"MS_745.6","S12.231G",10
"MS_745.6","S22.018B",10
"MS_745.6","S12.3",10
"MS_745.6","S22.022K",10
"MS_745.6","S32.001",10
"MS_745.6","S12.350B",10
"MS_745.6",805.7,9
"MS_745.6","S22.032A",10
"MS_745.6","S32.010D",10
"MS_745.6","S12.400S",10
"MS_745.6",806.25,9
"MS_745.6","S22.041G",10
"MS_745.6","S32.02",10
"MS_745.6","S12.451K",10
"MS_745.6",807.01,9
"MS_745.6","S32.029",10
"MS_745.6","S42.011K",10
"MS_745.6","S12.501G",10
"MS_745.6","S42.013K",10
"MS_745.6","S42.015K",10
"MS_745.6","S22.060",10
"MS_745.6","S32.038D",10
"MS_745.6","S42.017K",10
"MS_745.6","S12.590D",10
"MS_745.6","S42.019K",10
"MS_745.6","S42.022G",10
"MS_745.6","S22.069G",10
"MS_745.6","S32.042S",10
"MS_745.6","S42.024G",10
"MS_745.6","S12.02",10
"MS_745.6","S12.631A",10
"MS_745.6","S42.026G",10
"MS_745.6","S42.032D",10
"MS_745.6","S22.079",10
"MS_745.6","S32.052B",10
"MS_745.6","S42.034D",10
"MS_745.6","S12.041B",10
"MS_745.6","S12.691G",10
"MS_745.6","S42.036D",10
"MS_745.6","S42.102A",10
"MS_745.6","S22.088D",10
"MS_745.6","S32.110G",10
"MS_745.6","S42.111",10
"MS_745.6","S12.101D",10
"MS_745.6","S42.113",10
"MS_745.6","S42.115",10
"MS_745.6","S32.121",10
"MS_745.6","S42.12",10
"MS_745.6","S12.120K",10
"MS_745.6","S42.122S",10
"MS_745.6","S42.124S",10
"MS_745.6","S22.9XXG",10
"MS_745.6","S32.131D",10
"MS_745.6","S42.126S",10
"MS_745.6","S12.151G",10
"MS_745.6","S42.132P",10
